trade_date,open0,high0,low0,close0,vol0,open1,high1,close1,low1,vol1,open2,high2,close2,low2,vol
20181126,84.1507,88.9954,82.4656,85.5198,183748.03,2580.84,2595,2575.81,2568.04,1343145.38,7627.4,7682.2,7615.91,7586.6,178770560
20181127,85.8358,88.6794,85.8358,87.6262,138525.13,2585.83,2592.54,2574.68,2566.17,1236584.38,7657.8,7682.76,7635.16,7589,180528496
20181128,88.2582,89.4167,86.4677,88.9954,128000.47,2575.45,2601.96,2601.74,2561.56,1459634.75,7633.37,7757.07,7757.07,7572.65,217484848
20181129,89.7326,89.7326,84.8879,84.9932,142120.56,2613.78,2617.55,2567.44,2567.44,1571687.38,7800.57,7820.45,7597.01,7597.01,217859136
20181130,85.3092,85.9411,83.3081,85.6252,81411,2564.56,2590.21,2588.19,2555.32,1393290.25,7583.84,7688.88,7681.75,7537.92,187016048
20181203,87.6262,90.7858,87.4156,90.1539,184552.87,2647.13,2665.3,2654.8,2629.18,2074789.5,7901.83,7968.09,7938.47,7835.23,265804512
20181204,89.522,91.1018,88.3635,89.4167,120329.12,2651.56,2666.08,2665.96,2644.9,1679405.62,7916.55,7954.31,7953.72,7890.66,223747648
20181205,86.573,88.4688,86.573,87.3103,83567.01,2629.83,2660.39,2649.81,2625.91,1545020.5,7825.12,7972.98,7928.51,7808.74,224383040
20181206,87.3103,88.0475,85.6252,85.7305,89158.11,2629.82,2633.68,2605.18,2603.13,1416616.5,7854.59,7872.45,7735.05,7725.99,208415904
20181207,85.9411,86.7837,85.6252,86.0464,47384.56,2609.34,2614.58,2605.89,2599.28,1090749.88,7741.73,7765.14,7733.89,7712.27,166896832
20181210,85.9411,86.1518,83.8347,84.0454,68032.03,2589.19,2599.76,2584.58,2576.24,1131996.75,7663.26,7698.53,7624.86,7606,166805872
20181211,84.6773,85.7305,84.0454,85.4145,54813.28,2587.01,2596.15,2594.09,2583.2,1013043.62,7642.16,7685.4,7685.4,7628.15,159567344
20181212,85.8358,87.205,85.7305,86.2571,59395.5,2608.11,2610.01,2602.15,2595.08,1035183,7721.82,7737.24,7698.02,7675.26,161508624
20181213,86.3624,87.7316,85.8358,86.889,67012,2607.14,2645.84,2634.05,2599.46,1507381.12,7717.47,7849.66,7808.04,7679.02,196499952
20181214,87.3103,88.2582,85.0986,85.5198,85919.12,2627.28,2629.16,2593.74,2593.74,1459424.88,7785.29,7792.74,7629.65,7624.72,198374176
20181217,84.256,88.2582,84.0454,88.2582,129432.54,2587.26,2598.97,2597.97,2573.87,1173632.5,7599.01,7618.68,7592.65,7515.46,158891072
20181218,87.5209,88.3635,85.5198,86.889,109065.02,2583.63,2599.15,2576.65,2563.57,1170333.75,7540.96,7609.39,7530.32,7473.45,155100976
20181219,87.3103,90.0486,86.573,88.4688,133847.78,2578.68,2579.87,2549.56,2547.08,1076618,7541.5,7548.72,7418.69,7407.46,145332896
20181220,88.3635,88.3635,85.5198,86.0464,109937.11,2544.51,2554.86,2536.27,2516.02,1205665,7402.2,7445.05,7426.44,7363.77,152721232
20181221,86.1518,86.573,81.8336,82.9922,121001.71,2526.55,2527.42,2516.25,2498.69,1156712,7399.15,7405.27,7337.6,7283.76,159820128
20181224,82.9922,84.572,82.2549,84.1507,81695.87,2506.74,2529.44,2527.01,2500.44,973398.5,7315.26,7393.71,7392.56,7293.15,143034688
20181225,82.4656,83.4134,80.1485,83.2028,80810.06,2503.95,2513.96,2504.82,2462.84,1406705.62,7308.61,7362.07,7332.35,7180.08,195489952
20181226,82.9922,83.7294,81.623,81.8336,46462.3,2501.12,2513.83,2498.29,2492.08,1087996.25,7323.99,7369.84,7289.55,7277.56,159524912
20181227,83.3081,83.7294,79.7272,79.9379,63726.61,2527.72,2532,2483.09,2483.09,1354068.38,7402.6,7415.92,7215.34,7215.34,175911472
20181228,80.4645,81.307,78.99,79.6219,65417.95,2483.62,2505.11,2493.9,2478.33,1192452.5,7229.87,7282.5,7239.79,7174.9,155838080
20190102,78.7794,78.8847,75.7251,77.9368,91485.6,2497.88,2500.28,2465.29,2456.42,1099320.12,7259.49,7266.47,7149.27,7136.95,146826480
20190103,77.9368,83.8347,77.0942,81.0964,163570.97,2461.78,2488.48,2464.36,2455.93,1243975,7134.15,7217.83,7089.44,7081.83,173151168
20190104,80.2538,87.7316,79.8326,87.0996,232886.39,2446.02,2515.32,2514.87,2440.91,1688776.62,7022.12,7284.84,7284.84,7011.33,231616896
20190107,88.4688,95.8412,87.5209,95.8412,554303.17,2528.7,2536.98,2533.09,2515.51,1773050.12,7333.32,7409.38,7400.2,7303.46,248688848
20190108,97.9476,98.6848,94.0508,94.0508,600237.89,2530.3,2531.35,2526.46,2520.16,1580991.75,7381.61,7412.19,7391.65,7361.41,229394000
20190109,93.4188,96.2625,92.6816,92.7869,324543.81,2536.42,2574.41,2544.34,2536.16,1918879.25,7425.64,7552.2,7447.93,7404.49,266767952
20190110,94.0508,94.5774,90.7858,91.9444,238744.03,2543.85,2551.83,2535.1,2531.66,1598743.25,7442.7,7491.69,7428.61,7415.28,227413632
20190111,93.1029,96.8944,93.1029,95.104,360764.93,2539.55,2554.79,2553.83,2533.36,1494441,7441.18,7490.17,7474.01,7404.31,217105792
20190114,95.6306,98.8955,93.9454,94.8933,295232.32,2553.33,2556.29,2535.77,2533.01,1448254.62,7473.88,7488.36,7409.2,7394.96,215934768
20190115,96.2625,97.6316,94.8933,95.5252,222631.76,2537.37,2571.5,2570.34,2532.43,1602655.25,7403.79,7549.66,7547.35,7386.15,223110384
20190116,95.4199,96.6838,93.7348,94.788,173668.6,2569.07,2574.24,2570.42,2563.01,1493015.38,7545.35,7586.66,7540.45,7518.71,216076432
20190117,94.5774,94.788,92.7869,93.4188,132999.88,2573.58,2582.56,2559.64,2557.71,1624681.38,7534.04,7545.81,7470.36,7463.99,210238032
20190118,93.3135,94.3667,91.2071,93.8401,139665.92,2567.74,2598.88,2596.01,2565.9,1907672.38,7486.95,7584.76,7581.39,7479.66,220630816
20190121,94.1561,96.0518,92.7869,94.2614,148223.9,2599.06,2618.98,2610.51,2599.06,1634251.12,7591.19,7661.62,7626.24,7578.49,204896688
20190122,93.9454,94.9986,92.7869,93.3135,94665.34,2609.64,2609.64,2579.7,2573.06,1525377.75,7615.8,7615.8,7516.79,7493.78,188464368
20190123,93.2082,93.5242,91.7337,92.5763,70861.39,2575.26,2589.51,2581,2572.41,1314268,7493.07,7542.65,7523.77,7489.32,168488384
20190124,93.4188,95.9465,92.9976,94.9986,171072.07,2584.65,2597.29,2591.69,2569.7,1540420.5,7537.5,7604.99,7573.52,7485.24,201968416
20190125,95.5252,95.6306,92.6816,92.6816,106053.27,2596.26,2617,2601.72,2595.63,1593940.25,7581.29,7657.03,7595.45,7554.55,211919408
20190128,93.4188,98.5795,92.9976,96.8944,212627.43,2615.71,2630.32,2596.98,2591.1,1469817.62,7641.29,7704.85,7589.58,7569.77,202423344
20190129,96.8944,97.2104,92.8922,94.6827,133707.11,2592.35,2601.74,2594.25,2559.98,1555811.12,7575.43,7578.13,7551.3,7428.4,208909696
20190130,96.1572,104.0562,96.1572,101.4232,413743.22,2584.75,2598.82,2575.58,2575.41,1205025.75,7518.03,7580.22,7470.47,7470.36,163342144
20190131,103.8455,104.2668,99.0008,101.7391,233342.11,2581.33,2606.63,2584.57,2571.58,1543038.75,7485.79,7552.56,7479.22,7428.86,206365248
20190201,101.4232,103.5296,101.3178,102.1604,156124.25,2597.78,2618.48,2618.23,2590.55,1319868.5,7524.67,7684.11,7684,7517.83,180990256
20190211,102.687,105.7413,101.3178,105.2147,198093.92,2613.17,2654.1,2653.9,2613.17,1548988.62,7695.17,7922.54,7919.05,7695.17,211629264
20190212,104.5828,105.8466,101.6338,103.2136,236270.39,2654.03,2674.48,2671.89,2648.83,1841011.75,7915.06,8027.63,8010.07,7903.9,258799232
20190213,102.371,104.7934,101.7391,104.1615,214082.04,2674.52,2727.08,2721.07,2666.52,2437940,8029.97,8191.98,8171.21,8016.78,318137984
20190214,103.8455,105.004,103.003,103.4242,118017.31,2715.54,2729.46,2719.7,2707.49,1970373.5,8182.32,8260.33,8219.96,8141.1,310200224
20190215,102.7923,104.6881,102.1604,102.4764,128186.49,2712.79,2715.63,2682.39,2679.78,1960042.62,8198.45,8223.64,8125.63,8117.51,307058592
20190218,103.2136,106.4785,102.2657,105.7413,227186.17,2699.82,2754.36,2754.36,2699.82,2604360,8187.89,8446.92,8446.92,8187.89,396701088
20190219,105.636,107.2158,102.371,104.6881,244532.51,2759.5,2780.78,2755.65,2737.59,2880462.75,8480.76,8537.35,8440.87,8350.86,437306240
20190220,104.4774,105.8466,102.371,103.8455,186184.35,2761.06,2767.41,2761.22,2739.98,2459725.25,8443.98,8488.47,8473.43,8372.96,365676256
20190221,103.2136,108.3743,103.003,105.32,375032.23,2759.94,2794.01,2751.8,2744.98,2986499.75,8467.15,8619.62,8451.71,8416.17,431362368
20190222,104.3721,107.4264,103.2136,107.4264,278358.91,2749.46,2804.23,2804.23,2736.33,3014814,8431.56,8651.2,8651.2,8393.86,416850496
20190225,108.0583,115.6414,108.0583,115.2201,472505.76,2838.39,2961.8,2961.28,2838.39,5286586,8804.97,9134.58,9134.58,8785.42,643916672
20190226,115.852,115.9573,111.6392,112.2711,293215.78,2969.1,2995.68,2941.52,2938.62,5655579.5,9162.92,9276.45,9089.04,9036.75,689527168
20190227,112.0605,117.1158,111.5339,112.903,296248.09,2939.93,2997.49,2953.82,2924.64,4749764.5,9062.97,9158.2,9005.77,8901.72,550387136
20190228,113.4296,115.3254,111.2179,112.5871,176837.36,2950.05,2965.3,2940.95,2930.2,3502066,9001.18,9097.4,9031.93,8970.65,421689440
20190301,111.3232,112.3764,108.9009,111.8498,180443.37,2954.4,2994.01,2994.01,2930.83,3457862,9111.96,9167.65,9167.65,9005.49,399959296
20190304,112.1658,114.3775,110.0594,111.6392,351984.02,3015.94,3090.8,3027.58,3006.94,5256494.5,9280.65,9567.15,9384.42,9260.73,606335360
20190305,110.902,113.535,110.0594,113.3243,308221.44,3019.88,3054.96,3054.25,3009.45,4241425.5,9366.77,9595.74,9595.74,9328,563487488
20190306,115.3254,116.0626,111.0073,113.3243,317135.09,3060.43,3103.83,3102.1,3050.11,5550063.5,9640.95,9707.92,9700.49,9518.71,692388096
20190307,112.5871,115.3254,111.2179,113.535,329223.59,3103.67,3129.94,3106.42,3074.98,5838170.5,9685.3,9782.22,9678.11,9546.56,685512448
20190308,112.2711,113.219,108.4796,108.7956,308028.47,3038.34,3075.05,2969.86,2969.58,5778554.5,9447.6,9726.3,9363.72,9346.73,709489792
20190311,108.7956,112.2711,108.4796,112.0605,217407.26,2969.08,3028.25,3026.99,2963.58,4262130.5,9425.8,9704.33,9704.33,9370.38,558511360
20190312,113.0084,118.5903,112.3764,118.0637,507680.23,3049.08,3093.39,3060.31,3029.9,5111731.5,9766.5,9928.2,9841.24,9683.07,663592448
20190313,118.0637,121.3286,112.6924,114.1669,449512.35,3062.33,3065.29,3026.95,3013.93,4532146,9828.15,9828.15,9592.06,9534.33,615964544
20190314,112.3764,113.8509,107.3211,110.902,289266.46,3013.6,3041.16,2990.69,2968.82,3731418,9521.62,9620.46,9417.93,9323.06,482171904
20190315,110.902,112.0605,109.3222,110.3754,136760.49,3000.88,3048.12,3021.75,2999.43,3412061.5,9485.33,9650.54,9550.54,9452.91,422441792
20190318,110.3754,111.7445,108.9009,111.6392,153147.99,3027.8,3096.42,3096.42,3009.51,3977971.75,9583.44,9843.43,9843.43,9510.66,439815296
20190319,111.6392,115.1148,111.6392,113.219,245641.78,3099.9,3113.43,3090.98,3076.36,3509088.5,9844.46,9908.17,9839.74,9774.75,431739488
20190320,113.4296,113.4296,107.5317,109.9541,233808.19,3084.17,3102.52,3090.64,3053.45,3585575,9828.07,9848.77,9800.6,9642.67,451219904
20190321,109.7434,111.8498,109.2168,111.0073,219006.09,3094.12,3125.02,3101.46,3086.85,4142511.75,9808.74,9934.86,9869.8,9771.86,515936096
20190322,111.2179,113.0084,109.9541,112.0605,219965.53,3100.73,3107.28,3104.15,3064.88,3648483.5,9871.99,9891.83,9879.22,9692.25,467872480
20190325,110.6913,123.2244,109.9541,123.2244,1033713.19,3058.8,3087,3043.03,3041.95,3802787.5,9705.02,9858.08,9701.7,9680.94,460806720
20190326,123.0138,123.0138,114.2722,115.9573,637392,3057.56,3062.69,2997.1,2988.49,3534980.25,9753.17,9780.08,9513,9487.1,448860544
20190327,116.9052,117.2212,109.3222,112.6924,321790.65,3012.26,3022.76,3022.72,2987.77,2913903.5,9582.03,9609.44,9609.44,9446.35,376919232
20190328,112.7977,115.2201,109.3222,109.7434,245331.36,3009.8,3025.78,2994.94,2991.78,2881064.25,9586.38,9695.52,9546.51,9537.61,365302240
20190329,110.27,115.7467,110.0594,115.3254,316747.37,3000.68,3093.03,3090.76,2999.99,3750830,9556.3,9906.86,9906.86,9554.07,435504960
20190401,117.7478,120.802,117.0105,118.0637,354504.33,3111.66,3176.62,3170.36,3111.66,4661247,9976.98,10277.55,10267.7,9976.98,539634752
20190402,120.3808,123.0138,118.801,119.9595,422188.16,3183.27,3193.27,3176.82,3164.91,4470690,10314.79,10334.95,10260.36,10220.81,557057600
20190403,118.801,121.6446,118.0637,121.118,275757.23,3159.15,3219.26,3216.3,3152.33,4305486.5,10199.97,10350.57,10340.51,10166.67,491116576
20190404,121.2233,122.6978,118.3797,119.2222,270726.7,3233.69,3254.14,3246.57,3216.85,4691176.5,10379.2,10453.5,10415.8,10309.53,514128416
20190408,119.3276,119.8542,114.5882,116.168,245761.51,3271.27,3288.45,3244.81,3210.52,5045184,10510.43,10541.18,10351.87,10226.25,544942080
20190409,117.2212,117.3265,115.0094,116.9052,141094.28,3240.39,3251.65,3239.66,3215.7,3641700,10368.03,10438.99,10436.62,10304.73,440133440
20190410,115.852,116.6946,114.2722,115.536,135477.13,3224.65,3264.78,3241.93,3204.88,3801344,10403.24,10529.74,10435.08,10328.61,474638368
20190411,116.0626,116.2733,111.4286,111.6392,165421.01,3241.55,3254.13,3189.96,3185.55,3530318.75,10420.65,10437.45,10158.4,10149.38,444252128
20190412,111.5339,112.903,110.6913,112.3764,121920.75,3184.86,3199.28,3188.63,3168.04,2897890,10138.09,10186.47,10132.34,10053.81,370906208
20190415,113.535,115.2201,111.8498,112.4818,121634.48,3233.46,3253.98,3177.79,3177.27,3488097.75,10294.82,10365.31,10053.76,10048.83,403544064
20190416,112.1658,113.9562,109.0062,113.8509,164127.56,3164.4,3253.6,3253.6,3153.21,3579187.5,9993.25,10287.64,10287.64,9928.28,411812448
20190417,113.8509,115.1148,112.903,113.7456,140824.11,3250.15,3275.33,3263.12,3239.8,3575418,10288.45,10410.65,10344.43,10257.56,453500768
20190418,113.8509,114.9041,112.4818,114.0616,112353.7,3261.07,3271.39,3250.2,3241.83,3255399.5,10338.5,10363.85,10287.67,10267.31,422880576
20190419,113.7456,114.6935,112.2711,114.1669,101704.44,3250.15,3274.33,3270.8,3226.81,3151980,10280.34,10418.24,10418.24,10208.61,409455008
20190422,114.4828,118.0637,114.3775,115.4307,278102.44,3278.49,3279.49,3215.04,3206.88,3532173.75,10418.71,10418.71,10224.31,10192.52,437135616
20190423,115.4307,118.2744,114.5882,116.168,244741.65,3211.87,3231.58,3198.59,3186.76,3283612,10206.02,10247.39,10124.66,10091.92,403741216
20190424,115.9573,116.9052,110.902,116.7999,224633.73,3203.56,3210.65,3201.61,3156.61,2748721.75,10162.38,10239.37,10236.27,10023.91,370744416
20190425,116.7999,119.5382,113.3243,113.7456,282051.72,3190.59,3193.75,3123.83,3123.03,3258791.25,10186.23,10209.14,9907.62,9902.02,430107680
20190426,113.7456,118.9063,112.5871,117.5371,385472.39,3108.16,3129.21,3086.4,3085.8,2808738.5,9852.94,9927.74,9780.82,9774.75,339762944
20190429,117.5371,118.169,105.7413,105.7413,424595.55,3090.63,3107.76,3062.5,3050.03,2921148.75,9775.95,9822.82,9622.49,9597.09,356616160
20190430,104.0562,106.4785,101.1072,104.1615,218839.97,3052.62,3088.41,3078.34,3052.62,2223025.25,9573.41,9730.55,9674.53,9573.39,263792928
20190506,101.6338,102.8976,95.8412,97.421,192333.41,2984.73,2986.54,2906.46,2876.47,3269722.75,9289.74,9333.92,8943.52,8893.15,355213408
20190507,97.6316,101.7391,97.6316,101.0019,141877.2,2914.29,2937.28,2926.39,2889.07,2532817.75,9011.52,9160.52,9089.46,8928.57,296713600
20190508,99.8434,103.9508,97.6316,102.4764,143550,2873.14,2929.43,2893.76,2866.7,2315305.25,8899.91,9167.81,9002.53,8873.44,289597248
20190509,102.4764,104.7934,101.8444,102.687,107767.81,2871.2,2888.86,2850.95,2845.04,2000411.38,8919.5,9012.24,8877.31,8860.17,244927936
20190510,103.3189,106.7945,100.1593,105.8466,205533.88,2878.23,2941.45,2939.21,2838.38,2823068,8988.92,9238.55,9235.39,8820.59,346735328
20190513,104.5828,108.0583,103.9508,105.7413,158101.2,2905.07,2921.41,2903.71,2892.17,2120298.75,9112.52,9191.07,9103.36,9059.32,268454272
20190514,104.0562,109.1115,103.4242,106.8998,186310.88,2872.83,2909.2,2883.61,2872.83,2083453.5,8998.97,9142.46,9038.36,8996.92,258630928
20190515,107.2158,109.2168,106.3732,108.3743,163767.4,2902.64,2945.39,2938.68,2902.64,2305197,9125.27,9282.96,9259.03,9123.9,288895904
20190516,107.7424,110.7966,107.5317,108.3743,154225.1,2933.5,2956.17,2955.71,2929.06,2483857,9247.99,9307.22,9293.32,9211.75,310232480
20190517,108.3743,110.7966,105.8466,106.3732,160915,2955.77,2956.78,2882.3,2873.8,2663016.5,9299.46,9303.05,9000.19,8964.37,349171168
20190520,106.5838,109.6381,106.3732,107.7424,140518.03,2874.8,2882.63,2870.6,2838.45,2094724.38,8980.8,8994.18,8916.11,8792.84,274992480
20190521,108.269,108.7956,105.7413,107.4264,114984.99,2867.71,2919.24,2905.97,2862.5,2113870.25,8920.46,9120.69,9087.52,8892.15,287502720
20190522,107.2158,108.269,103.8455,105.1094,115925.18,2905.52,2912.4,2891.7,2879.64,2000269,9068.99,9132.37,9041.22,8986.53,281965184
20190523,104.4774,106.4785,102.371,103.003,98351.67,2880.84,2885.14,2852.52,2846.96,1973403.12,8997.25,8997.25,8809.53,8789.41,278961824
20190524,102.8976,104.5828,101.9498,102.8976,75186.67,2847.84,2871.86,2852.99,2846.02,1672054.88,8788.17,8880.81,8776.77,8745.6,228714112
20190527,102.4764,105.32,101.0019,104.5828,105051.52,2851.28,2898.13,2892.38,2833.04,1967209,8795.14,9003.87,8979.83,8732.98,270875552
20190528,104.8987,105.636,103.5296,103.7402,78256.13,2890.27,2924.04,2909.91,2887.08,2233105.5,8979.58,9082.7,9035.69,8946.7,276643360
20190529,103.7402,106.5838,103.1083,105.2147,101065.46,2894.83,2934.98,2914.7,2890.66,1989588.25,8971.22,9077.51,9010.36,8956.72,248026464
20190530,104.4774,105.5306,102.687,105.32,92158.6,2903.42,2907.85,2905.81,2881.38,2057587.88,8974.4,8974.4,8943.35,8845.83,264232016
20190531,105.32,105.636,102.7923,103.9508,101758.51,2904.5,2922.91,2898.7,2895.58,1952305.75,8939.41,9016.16,8922.69,8892.12,248794752
20190603,104.3721,104.8987,101.1072,101.6338,80208.52,2901.74,2920.83,2890.08,2875.9,2159435.5,8953.37,9012.08,8856.99,8826.75,273451168
20190604,101.7391,102.7923,100.37,102.5817,84590.5,2887.64,2888.39,2862.28,2851.97,1884635.38,8854.5,8868.09,8748.27,8697.49,238852096
20190605,102.7923,103.5296,101.3178,101.3178,57580.52,2882.94,2888.77,2861.42,2858.57,1815610.5,8831.13,8851.12,8746.05,8729.21,224442496
20190606,101.3178,101.8444,97.6316,98.2636,73541.85,2862.33,2862.33,2827.8,2822.19,1770644.12,8741.83,8741.83,8584.94,8557.58,230614576
20190610,98.3689,99.1061,96.8944,97.9476,73425.62,2833.01,2861.13,2852.13,2824.36,1665859.12,8621.73,8748.97,8711.79,8582.48,205315216
20190611,98.3689,100.8966,96.8944,100.8966,90275.57,2854.07,2927.43,2925.72,2854.07,2605258,8721.27,9045.12,9037.67,8718.47,316531072
20190612,100.8966,101.0019,99.4221,99.5274,79025.17,2917.22,2924.7,2909.38,2903.88,2402557.75,9008.56,9038.87,8954.72,8930.91,295738688
20190613,99.5274,100.2646,98.8955,99.4221,65280.28,2905.29,2918.42,2910.74,2885.92,2129578,8948.58,8974.8,8951.61,8866.22,268631456
20190614,100.054,101.5285,98.2636,98.7902,91109.95,2913,2924.32,2881.97,2879.66,2154358,8956.92,8994.16,8810.13,8801.33,273658048
20190617,98.1582,98.2636,96.6838,97.421,81909.71,2880.42,2902.48,2887.62,2877.39,1539649.62,8807.84,8864.77,8780.87,8753.42,205212912
20190618,97.421,97.6316,95.8412,96.3678,96465.76,2891.09,2898.33,2890.16,2874.31,1477053.25,8785.77,8839.23,8804.32,8722.93,193696112
20190619,98.0529,99.5274,97.9476,98.3689,87069,2944.12,2953.34,2917.8,2916.21,2307569.75,9051.85,9084.18,8925.73,8923.44,275307776
20190620,98.3689,101.1072,97.737,100.7912,120375.34,2917.33,2997.39,2987.12,2915.09,2910115.25,8923.57,9183.15,9134.96,8900.75,317210752
20190621,102.1604,103.2136,101.1072,102.7923,98844.63,2990.37,3010.35,3001.98,2989.25,2869738.25,9181.64,9252.55,9214.27,9158.32,351673728
20190624,103.2136,105.004,102.0551,102.2657,97891.96,3004.29,3012.83,3008.15,2994.42,2104939,9220.23,9251.48,9212.12,9171.35,286084416
20190625,102.687,103.7402,100.7912,102.371,94268.54,3004.91,3004.91,2982.07,2948.99,2436992.5,9206.18,9206.18,9118.1,9004.76,279970016
20190626,102.1604,103.003,100.6859,102.2657,69205.23,2964.62,2986.91,2976.28,2958.46,1744495.38,9064.13,9164.28,9122.43,9040.32,223827824
20190627,102.2657,103.7402,101.2125,101.9498,83459.65,2982.61,3011.54,2996.79,2981.05,1953970.5,9154.04,9274.42,9239.48,9152.63,258679872
20190628,101.7391,102.0551,100.054,100.6859,52738.23,2992.24,2992.24,2978.88,2961.22,1814315.25,9236.06,9236.06,9178.31,9126.89,243002496
20190701,102.371,104.0562,102.0551,103.8455,97630.61,3024.62,3045.37,3044.9,3014.69,2508404.25,9384.79,9530.46,9530.46,9339.77,337747136
20190702,105.004,105.9519,102.687,103.3189,111689.75,3042.58,3048.48,3043.94,3033.78,2145206.25,9516.42,9560.52,9545.52,9483.16,306531360
20190703,97.8423,98.3689,95.8412,97.2104,274395.19,3031.83,3031.83,3015.26,3006.32,2122961.75,9519.8,9520.38,9419.84,9376.31,260472592
20190704,96.7891,100.5806,96.2625,98.5795,219073.19,3015.68,3024.5,3005.25,2991.91,1944151.38,9435.04,9466.02,9368.3,9323.07,232802176
20190705,98.5795,102.687,98.1582,101.3178,178689.34,3004.74,3014.85,3011.06,2990.92,1567554.25,9379.94,9464.39,9443.22,9345.79,198703088
20190708,101.9498,101.9498,96.9997,97.3157,111496.89,2997.81,2997.81,2933.36,2918.72,2115412.75,9419.69,9420.24,9186.29,9124.16,260279952
20190709,96.8944,99.1061,96.3678,98.4742,69103.22,2928.82,2937.76,2928.23,2912.81,1451106,9178.91,9221.72,9198.79,9119.65,188090816
20190710,98.5795,100.5806,96.8944,97.105,82031.38,2935.19,2936.75,2915.3,2908.16,1354835.38,9231.86,9239.28,9166.15,9130.53,187294336
20190711,97.2104,98.3689,96.3678,97.2104,88919.57,2928.06,2945.8,2917.76,2907.89,1436925.25,9216.95,9282.95,9152.77,9121.46,190345664
20190712,97.105,97.5263,95.9465,96.5784,53723.2,2915.34,2938.53,2930.55,2905.81,1377947.62,9161.27,9236.42,9213.38,9122.41,186186256
20190715,96.6838,99.6327,95.8412,99.2114,111059.07,2921.55,2955,2942.19,2886.7,1676434,9181.03,9358.08,9309.42,9066.71,241649216
20190716,99.738,101.1072,98.7902,100.6859,90789.31,2938.64,2944.82,2937.62,2931.29,1318117.5,9294.56,9324.91,9283.41,9255.43,211312144
20190717,100.37,102.4764,100.054,101.4232,97476.36,2933.02,2942.07,2931.69,2924.46,1496316.12,9274.69,9354.81,9302,9242.25,235067696
20190718,100.6859,101.7391,99.0008,100.6859,65353.58,2921.74,2921.74,2901.18,2901.18,1498888.25,9258.12,9258.12,9154.65,9153.01,222426912
20190719,100.7912,102.0551,99.6327,100.7912,89180.79,2909.68,2939.6,2924.2,2909.68,1494695.5,9198.82,9298.21,9228.55,9198.82,200474336
20190722,100.2646,101.0019,97.421,99.1061,86599.73,2925.79,2927.16,2886.97,2879.69,1806749.62,9247.28,9254.65,9122.64,9073.49,218545392
20190723,99.3168,104.8987,99.2114,104.2668,189946.67,2886.9,2901.36,2899.94,2883.05,1293105.12,9125.46,9175.83,9175.83,9104.76,168118768
20190724,105.1094,107.2158,105.004,106.1626,184903.01,2907.93,2936.45,2923.28,2907.79,1552457.62,9203.23,9312.67,9266.3,9203.23,213978048
20190725,106.1626,107.0051,105.2147,105.8466,151061.2,2923.19,2937.36,2937.36,2916.15,1456843.88,9265.31,9344.82,9344.82,9247.97,212853696
20190726,105.8466,107.2158,105.2147,106.6892,202292.32,2928.06,2948.33,2944.54,2924.45,1393433.88,9310.65,9363.27,9349,9294.61,185654480
20190729,105.8466,107.7424,105.5306,106.8998,173323.43,2943.92,2948.47,2941.01,2932.98,1279918.5,9350.21,9376.42,9354.28,9310.63,186596816
20190730,106.3732,107.7424,105.7413,106.1626,126764.97,2946.26,2965.63,2952.34,2946.26,1483164.62,9362.23,9469.08,9399.1,9362.23,206900144
20190731,105.9519,107.5317,105.4253,107.4264,129677.58,2944.4,2944.4,2932.51,2926.49,1410523.5,9374.44,9374.44,9326.61,9318.59,185301232
20190801,107.1104,107.1104,102.4764,103.2136,226132.61,2920.85,2927.34,2908.77,2901.75,1423898.12,9278.83,9327.94,9268.05,9223.31,189132528
20190802,97.9476,103.2136,96.6838,102.1604,221789.05,2861.33,2872.47,2867.84,2851.44,1848884.38,9049.35,9150.73,9136.46,9020.26,228554432
20190805,101.0019,103.6349,101.0019,101.4232,126168.94,2854.58,2863.69,2821.5,2821.5,1674194.25,9093.07,9168.1,8984.73,8984.73,203852048
20190806,99.0008,102.5817,97.9476,100.6859,124934.32,2776.99,2787.42,2777.56,2733.92,2311237.25,8805.15,8898.38,8859.47,8669.9,274305600
20190807,100.5806,102.7923,98.4742,99.5274,113698.46,2789.02,2792.69,2768.68,2768.68,1577167.5,8919.89,8933.99,8814.74,8814.74,189083936
20190808,99.0008,100.6859,98.5795,99.8434,77097,2784.18,2799.69,2794.55,2782.24,1495395.62,8870.18,8936.48,8919.28,8859.48,176794336
20190809,99.9487,100.2646,97.9476,98.1582,74012.19,2805.59,2808.33,2774.75,2770.48,1482402.88,8963.47,8970.52,8795.18,8780.72,195121472
20190812,98.0529,99.1061,97.3157,98.8955,56467.63,2781.98,2814.99,2814.99,2776.62,1315634.38,8816.89,8978.52,8978.52,8798.5,183867344
20190813,98.2636,100.1593,97.9476,98.4742,52152.1,2798.05,2802.04,2797.26,2790.61,1309165,8910.15,8960.02,8902.63,8869.46,170587312
20190814,99.5274,99.8434,98.2636,98.7902,49532.14,2824.49,2829.89,2808.91,2807.72,1440146.38,9034.05,9060.4,8966.47,8956.08,207501728
20190815,96.6838,98.7902,96.1572,98.7902,54108.45,2762.34,2815.9,2815.8,2756.83,1527721.5,8779.53,9011.77,9009.68,8758.04,212807472
20190816,98.5795,99.6327,98.3689,98.6848,57654,2817.57,2840.32,2823.82,2811.8,1485823.5,9007.15,9136.21,9060.92,8995.57,220697408
20190819,99.3168,102.1604,99.2114,102.1604,112324.47,2835.52,2883.1,2883.1,2829.85,2145466.75,9165.8,9328.97,9328.97,9141.89,303617856
