trade_date,open0,high0,low0,close0,change0,pct_chg0,vol0,open1,high1,close1,low1,vol1,change1,pct_chg1,open2,high2,close2,low2,vol,change2,pct_chg2
20180403,531.1552,531.1552,523.1344,528.2142,-13.0116,-2.4041,298203.33,3130.01,3144.33,3136.63,3119.13,1522166.75,-26.55,-0.84,10718.43,10783.93,10754.29,10667.33,208204048,-98.66,-0.91
20180404,530.264,531.779,506.9146,508.697,-19.5172,-3.6949,396985.09,3147.05,3163.34,3131.11,3128.87,1469766.88,-5.52,-0.18,10778.86,10829.82,10684.56,10678.94,193163728,-69.73,-0.65
20180409,508.697,516.5395,496.3093,510.4794,1.7824,0.3504,249470.07,3125.44,3146.09,3138.29,3110.3,1396086.25,7.18,0.23,10655.07,10725.11,10653.38,10571.16,185794688,-31.18,-0.29
20180410,511.5488,516.896,502.7259,516.5395,6.0601,1.1871,259691.9,3144.26,3190.65,3190.32,3139.08,1682013.62,52.03,1.66,10671.69,10765.62,10765.62,10628.24,199741600,112.24,1.05
20180411,516.896,524.4712,514.2224,516.8069,0.2674,0.0518,213183.98,3197.37,3220.85,3208.08,3191.59,1758672,17.76,0.56,10796.5,10856.44,10808.37,10786.84,191004368,42.75,0.4
20180412,514.8462,518.6784,504.0627,505.5778,-11.2291,-2.1728,205100.55,3203.28,3205.25,3180.16,3177.05,1482313.12,-27.92,-0.87,10797.35,10825.66,10726.95,10720.83,171686896,-81.42,-0.75
20180413,513.3312,518.8566,507.1819,507.4493,1.8715,0.3702,201125.2,3192.04,3197.9,3159.05,3155.51,1275523.12,-21.11,-0.66,10789.77,10825.67,10687.02,10670.65,161837312,-39.93,-0.37
20180416,501.7456,510.6576,499.3394,509.0534,1.6041,0.3161,191591.07,3152.89,3153.11,3110.65,3096.1,1544157,-48.4,-1.53,10660.69,10704.39,10621.79,10540.69,188159472,-65.23,-0.61
20180417,511.9053,516.4504,480.3568,488.4667,-20.5867,-4.0441,337910.44,3112.97,3118.76,3066.8,3064.03,1472228.5,-43.85,-1.41,10636.88,10669.15,10395.16,10390.05,202286400,-226.63,-2.13
20180418,497.1114,514.0442,481.248,510.212,21.7453,4.4517,371202.54,3091.91,3096.89,3091.4,3041.63,1592905,24.6,0.8,10477.52,10514.74,10491.15,10249.87,215834944,95.99,0.92
20180419,510.5685,527.5904,507.984,515.1136,4.9016,0.9607,378988.7,3094.27,3127.44,3117.38,3090.29,1600568,25.98,0.84,10502.36,10646.7,10598.35,10485.41,203988576,107.2,1.02
20180420,514.2224,519.5696,498.0026,500.587,-14.5266,-2.8201,289253.92,3105.46,3111.17,3071.54,3065.92,1551470.88,-45.84,-1.47,10571.99,10619.17,10408.91,10392.69,196805696,-189.44,-1.79
20180423,507.0037,525.0059,504.3301,519.3914,18.8044,3.7565,399192.34,3063.44,3085.06,3068.01,3045.94,1316863.38,-3.53,-0.12,10416.78,10471.21,10330.63,10228.09,179579808,-78.28,-0.75
20180424,496.3984,512.8856,490.16,512.5291,-6.8623,-1.3212,471212.55,3069.75,3136.04,3128.93,3069.75,1622748,60.92,1.99,10325.51,10556.82,10556.82,10325.51,190970000,226.19,2.19
20180425,511.5488,518.5002,504.4192,513.0638,0.5347,0.1043,314188.7,3112.4,3122.91,3117.97,3107,1273110.5,-10.96,-0.35,10503.94,10579.18,10547.1,10488.87,183348352,-9.72,-0.09
20180426,512.44,512.44,489.0906,489.7144,-23.3494,-4.551,371561.03,3119.5,3121.93,3075.03,3067.93,1339727.38,-42.94,-1.38,10495.03,10508.01,10292.12,10290.37,186332448,-254.98,-2.42
20180427,493.5466,496.3093,461.2851,470.3754,-19.339,-3.949,351267.19,3082.41,3088.03,3082.23,3049.91,1312256.38,7.2,0.23,10353.02,10382.77,10324.47,10239.97,164776512,32.35,0.31
20180502,472.336,480.0894,470.7318,475.0096,4.6342,0.9852,164651.92,3087.41,3097.6,3081.18,3064.76,1341845.62,-1.05,-0.03,10356.19,10433.28,10342.85,10283.52,160567088,18.38,0.18
20180503,475.9008,485.5258,463.0675,482.763,7.7534,1.6323,228524.58,3074.52,3105.66,3100.86,3056.16,1399856.25,19.68,0.64,10329.16,10459.39,10458.62,10228.26,177743312,115.77,1.12
20180504,486.0605,492.5662,482.4066,483.0304,0.2674,0.0554,187854.06,3093.12,3104.09,3091.03,3086.78,1187112.62,-9.83,-0.32,10428.85,10490.06,10426.19,10411.83,150582432,-32.43,-0.31
20180507,493.2792,497.0222,486.7734,494.1704,11.14,2.3063,237387.84,3094.9,3136.84,3136.64,3091.66,1389481.88,45.61,1.48,10456.43,10626.51,10626.51,10450.49,174177184,200.32,1.92
20180508,495.5072,503.0824,490.6947,502.3694,8.199,1.6591,251790.97,3135.3,3169.7,3161.5,3134.06,1469270.62,24.86,0.79,10632.11,10721.98,10707.8,10630.58,182770928,81.29,0.77
20180509,500.587,500.587,493.6357,496.3984,-5.971,-1.1886,192636.22,3160.14,3165.37,3159.15,3145.66,1226372.62,-2.35,-0.07,10693.22,10705.15,10689.07,10639.92,169498640,-18.73,-0.17
20180510,496.7549,499.9632,493.101,497.3787,0.9803,0.1975,156060.16,3169.05,3176.14,3174.41,3155.53,1330007.5,15.26,0.48,10706.73,10742.64,10729.77,10651.87,180925296,40.7,0.38
20180511,499.2502,501.5674,493.7248,493.7248,-3.6539,-0.7346,145222.3,3179.8,3180.76,3163.26,3162.21,1306597.5,-11.15,-0.35,10748.89,10752.82,10634.3,10634.23,180171408,-95.47,-0.89
20180514,499.4843,526.9359,496.8061,514.0805,20.3543,4.1226,665070.13,3167.04,3183.82,3174.03,3163.48,1293273.5,10.77,0.34,10649.11,10723.79,10671.46,10641.29,169570272,37.16,0.35
20180515,517.5621,519.4369,499.4843,515.6874,1.6069,0.3126,416433.93,3180.42,3192.81,3192.12,3164.52,1245490.5,18.09,0.57,10692.82,10747.99,10747.99,10632.55,157932640,76.53,0.72
20180516,509.1258,512.3397,505.5102,508.858,-6.8294,-1.3243,276316.85,3180.23,3191.95,3169.57,3166.81,1305249.62,-22.55,-0.71,10713.59,10776.43,10701.32,10691.14,165521872,-46.67,-0.43
20180517,508.858,516.4909,503.7694,505.7781,-3.0799,-0.6053,261535.64,3170.01,3172.77,3154.28,3148.62,1139955.62,-15.29,-0.48,10702.07,10713.71,10635.5,10615.92,150682896,-65.82,-0.61
20180518,506.3137,509.6615,488.9054,497.6096,-8.1685,-1.615,352588.01,3151.08,3193.45,3193.3,3144.78,1365169.12,39.02,1.24,10623.91,10679.51,10672.52,10557.75,154568048,37.02,0.35
20180521,504.0372,512.2057,503.6355,508.5902,10.9806,2.2067,339616.28,3206.18,3219.74,3213.84,3203.34,1644594.12,20.54,0.64,10741.19,10789.76,10765.35,10731.61,191005744,92.83,0.87
20180522,511.1345,511.1345,501.493,507.5189,-1.0713,-0.2106,216170.68,3211.25,3214.59,3214.35,3192.23,1442926.88,0.51,0.02,10754.7,10765.81,10765.81,10689.51,179543856,0.46,0
20180523,507.2511,508.0545,500.1539,500.8234,-6.6955,-1.3193,230049.27,3205.44,3205.44,3168.96,3168.96,1578076.5,-45.39,-1.41,10746.82,10746.82,10631.12,10631.12,186496576,-134.69,-1.25
20180524,502.1625,505.5102,498.413,498.8148,-2.0086,-0.4011,173971.35,3167.94,3173.53,3154.65,3152.07,1240858,-14.31,-0.45,10632.5,10657.45,10564.13,10552.35,158449312,-66.99,-0.63
20180525,498.1452,502.5642,483.549,487.5663,-11.2485,-2.255,300936.33,3148.41,3156.73,3141.3,3131.07,1286108.38,-13.35,-0.42,10550.63,10576.81,10448.22,10435.95,172760864,-115.91,-1.1
20180528,485.9594,496.8061,480.7369,491.1819,3.6156,0.7416,211846.37,3136.81,3149.66,3135.08,3115.96,1287559.12,-6.22,-0.2,10439.65,10536.57,10465.54,10382.72,169664096,17.32,0.17
20180529,491.1819,497.4756,488.102,489.575,-1.6069,-0.3271,167316.69,3129.62,3143.21,3120.46,3112.15,1357178,-14.62,-0.47,10446.99,10517.14,10349.07,10347.94,168436144,-116.47,-1.11
20180530,480.4691,481.1386,465.6051,467.0781,-22.4969,-4.5952,298965.94,3081.14,3085.4,3041.44,3041,1551151.25,-79.02,-2.53,10203.66,10252.15,10105.79,10097.48,197606896,-243.28,-2.35
20180531,477.3891,489.441,472.3006,484.8881,17.81,3.8131,315554.78,3061.83,3098.08,3095.47,3054.27,1404755.38,54.03,1.78,10178.96,10295.73,10295.73,10115.66,174687664,189.94,1.88
20180601,482.2099,525.9985,479.6656,504.1711,19.283,3.9768,652590.64,3084.75,3102.09,3075.14,3059.79,1298722,-20.33,-0.66,10247.16,10280.74,10169.35,10122.99,162718880,-126.38,-1.23
20180604,508.4563,513.9466,499.7521,504.9746,0.8035,0.1594,345702.14,3083.43,3098.4,3091.19,3076.99,1145939,16.05,0.52,10192.04,10237.6,10204.32,10148.69,145772240,34.97,0.34
20180605,508.7241,512.2057,502.1625,511.4023,6.4277,1.2729,373119.97,3088.01,3114.77,3114.21,3080.05,1187355.88,23.02,0.74,10216.63,10385.61,10385.61,10216.02,152789664,181.29,1.78
20180606,512.2057,515.0179,504.5729,507.5189,-3.8834,-0.7594,287994.72,3109.17,3117.53,3115.18,3103.53,1201961.38,0.97,0.03,10375.26,10403.93,10365.13,10337.71,145456736,-20.48,-0.2
20180607,506.1798,509.5275,495.467,497.3417,-10.1772,-2.0053,289329.12,3121.18,3128.72,3109.5,3105.58,1277849.75,-5.68,-0.18,10397.65,10411.56,10313.85,10308.06,147571360,-51.28,-0.49
20180608,497.0739,497.3417,484.0846,488.3698,-8.9719,-1.804,268205.93,3100.6,3100.68,3067.15,3053.29,1346882.25,-42.35,-1.36,10290.63,10291.9,10205.52,10136.58,151727248,-108.33,-1.05
20180611,488.3698,492.7888,483.0134,486.3611,-2.0087,-0.4113,174539.34,3057.34,3063.61,3052.78,3037.91,1085637.88,-14.37,-0.47,10191.31,10242.76,10175.35,10141.27,131225344,-30.17,-0.3
20180612,488.9054,492.7888,479.6656,492.6549,6.2938,1.2941,203592.09,3053.03,3081.45,3079.8,3034.1,1132751,27.02,0.89,10187.31,10323,10315.28,10124.98,142568224,139.93,1.38
20180613,488.7715,490.6462,476.7196,477.1213,-15.5336,-3.153,234808.4,3071.46,3071.46,3049.8,3044.12,1196078.88,-30,-0.97,10280.08,10288,10161.65,10161.39,142851632,-153.63,-1.49
20180614,478.1926,485.4237,475.6483,476.8535,-0.2678,-0.0561,161467.78,3038.07,3066.05,3044.16,3032.41,1154694.88,-5.64,-0.18,10124.76,10213.79,10084.18,10054.37,130720920,-77.47,-0.76
20180615,481.9421,481.9421,472.4345,475.5144,-1.3391,-0.2808,199787.49,3037.45,3048.8,3021.9,3008.73,1445325.75,-22.26,-0.73,10077.43,10108.53,9943.13,9902.63,159964432,-141.05,-1.4
20180619,473.9075,473.9075,427.9764,427.9764,-47.538,-9.9972,576274.85,2982.65,2984.97,2907.82,2871.35,2305500.75,-114.08,-3.77,9775.97,9815.01,9414.76,9336.7,214212672,-528.37,-5.31
20180620,428.512,434.6719,406.8186,428.512,0.5356,0.1251,512852.73,2889.98,2925.56,2915.73,2872.16,1443014.25,7.91,0.27,9367.74,9549.53,9501.34,9310.19,169974560,86.58,0.92
20180621,428.7798,430.7885,408.4255,408.5594,-19.9526,-4.6563,366861.87,2912,2940.59,2875.81,2872.62,1543783.38,-39.92,-1.37,9493.5,9573.49,9316.68,9313.09,173337584,-184.66,-1.94
20180622,401.73,416.3262,395.704,413.1123,4.5529,1.1144,273942.22,2855.58,2891.97,2889.76,2837.14,1261431.25,13.95,0.48,9247.02,9416.09,9409.95,9172.3,152509536,93.27,1
20180625,419.2722,420.3435,406.9525,407.0864,-6.0259,-1.4587,222046.61,2903.45,2908.62,2859.34,2857.87,1219176.88,-30.42,-1.05,9472.91,9494.44,9324.83,9320.66,150021424,-85.12,-0.91
20180626,396.3736,423.1556,395.0345,419.1383,12.0519,2.9605,343561.27,2829.99,2850.24,2844.51,2803.79,1259184.62,-14.83,-0.52,9201,9364.51,9339.37,9175.39,163332512,14.54,0.16
20180627,420.3435,420.3435,409.4968,412.0411,-7.0972,-1.6933,223003.27,2842.4,2854.26,2813.18,2798.8,1294208.38,-31.33,-1.1,9338.01,9378.08,9168.66,9139.82,158240672,-170.71,-1.83
20180628,411.5054,420.0757,405.4795,406.6847,-5.3564,-1.3,210196.41,2799.9,2825.99,2786.9,2782.45,1183579.12,-26.28,-0.93,9130.52,9230.89,9071.73,9065.2,152800208,-96.93,-1.06
20180629,409.7646,430.5206,407.2203,429.4494,22.7647,5.5976,390712.16,2789.81,2848.37,2847.42,2782.38,1256716.88,60.52,2.17,9100.6,9381.02,9379.47,9078.24,180437088,307.74,3.39
20180702,432.2615,439.2248,418.4688,426.9051,-2.5443,-0.5925,366121.07,2841.58,2845.68,2775.56,2756.82,1370350.38,-71.86,-2.52,9369.24,9393.1,9179.8,9107.55,180839648,-199.67,-2.13
20180703,425.8338,446.9916,422.0843,439.8944,12.9893,3.0427,434481.57,2774.57,2786.89,2786.89,2722.45,1424984.62,11.33,0.41,9184.31,9233.02,9221.54,8945.42,193249696,41.74,0.46
20180704,438.5553,440.6978,426.5034,427.7085,-12.1859,-2.7702,284058.65,2776.63,2793.18,2759.13,2754.16,1232621.75,-27.76,-1,9182.96,9200.27,9035.49,9008.09,170891456,-186.05,-2.02
20180705,425.6999,430.6546,412.0411,413.1123,-14.5962,-3.4127,251025.85,2755.34,2777.52,2733.88,2727.94,1292261.12,-25.25,-0.92,9036.12,9096.54,8862.18,8844.67,163346224,-173.31,-1.92
20180706,417.1296,427.5746,408.4255,415.6566,2.5443,0.6159,299641.71,2731.35,2768.87,2747.23,2691.02,1362943.75,13.35,0.49,8873.9,9035.45,8911.34,8736.36,186062992,49.16,0.56
20180709,421.6826,429.8511,419.1383,427.8424,12.1858,2.9317,285750.36,2752.45,2815.79,2815.11,2752.45,1215493.12,67.88,2.47,8954.31,9160.62,9160.62,8954.31,161689088,249.28,2.8
20180710,427.1729,429.7172,422.8878,428.7798,0.9374,0.2191,221001.38,2819.71,2828.49,2827.63,2800.63,1170627.5,12.52,0.45,9176.29,9213.87,9205.43,9123.22,163300560,44.81,0.49
20180711,420.4774,423.9591,413.2463,418.7366,-10.0432,-2.3423,256711.56,2780.7,2794.36,2777.77,2752.44,1268211.5,-49.86,-1.76,9024.72,9092.88,9023.82,8916.98,178766528,-181.61,-1.97
20180712,421.2809,441.903,421.147,436.6805,17.9439,4.2852,472156.03,2771.04,2844.19,2837.66,2771.04,1469802,59.89,2.16,9019.96,9312.37,9273.61,9019.96,211251552,249.79,2.77
20180713,436.6805,438.6892,432.3954,437.0822,0.4017,0.092,252270.05,2831.43,2835.46,2831.18,2818.85,1176893.5,-6.48,-0.23,9288.47,9344.65,9326.97,9270.2,186432416,53.36,0.57
20180716,440.5639,443.7777,433.3328,436.8144,-0.2678,-0.0613,204696.32,2827.08,2837.51,2814.04,2804.49,1077671.5,-17.14,-0.6,9322.97,9366.21,9317.36,9278.07,166706960,-9.61,-0.1
20180717,439.0909,439.0909,423.6912,430.3867,-6.4277,-1.4715,263150.04,2806.89,2806.92,2798.13,2774.76,1054092.25,-15.91,-0.56,9307.66,9307.66,9285.16,9175.66,159232336,-32.2,-0.35
20180718,432.6632,433.6006,423.8252,424.4947,-5.892,-1.369,203353.17,2801.78,2818.4,2787.26,2786.04,1209611.62,-10.87,-0.39,9293.2,9335.09,9195.24,9195.24,175256576,-89.92,-0.97
20180719,425.8338,426.5034,413.7819,415.3888,-9.1059,-2.1451,228463.88,2791.02,2805.01,2772.55,2764.49,1144864.88,-14.71,-0.53,9214.9,9266.93,9148.78,9116.45,161620352,-46.46,-0.51
20180720,414.9871,425.8338,413.2463,423.2895,7.9007,1.902,239015.16,2769.75,2837.86,2829.27,2753.84,1459076.88,56.72,2.05,9141.51,9277.95,9251.48,9055.86,169930480,102.7,1.12
20180723,422.62,434.9397,419.8079,433.8684,10.5789,2.4992,312752.22,2815.2,2863.57,2859.54,2809.62,1733828,30.27,1.07,9188.47,9314.3,9314.3,9160.05,199809120,62.82,0.68
20180724,436.6805,444.0456,431.458,440.5639,6.6955,1.5432,440119.75,2862.27,2911.46,2905.56,2862.27,2295783,46.02,1.61,9316.65,9491.24,9465.8,9313.17,244672640,151.5,1.63
20180725,443.2421,449.268,434.9397,437.6179,-2.946,-0.6687,336436.04,2911.45,2912.31,2903.65,2894.04,1678002.12,-1.91,-0.07,9475.72,9514.94,9463.76,9436.99,213146944,-2.04,-0.02
20180726,437.484,440.43,428.9137,432.5293,-5.0886,-1.1628,222351.28,2905.79,2915.3,2882.23,2875.7,1684282,-21.42,-0.74,9467.56,9488.39,9352.25,9331.45,229138672,-111.51,-1.18
20180727,433.6006,435.0736,426.2355,428.512,-4.0173,-0.9288,160511.5,2879.69,2889.69,2873.59,2864.11,1463716.12,-8.64,-0.3,9344.75,9363.17,9295.93,9270.35,188934752,-56.32,-0.6
20180730,428.2442,437.0822,425.6999,431.5919,3.0799,0.7187,245126.13,2871.94,2896.01,2869.05,2850.3,1516522.5,-4.54,-0.16,9289.36,9309.44,9181.94,9139.74,178357088,-113.99,-1.23
20180731,430.1189,430.5206,415.7905,420.6113,-10.9806,-2.5442,223287.66,2866.9,2884.68,2876.4,2854.32,1189311.12,7.35,0.26,9168.83,9216.73,9178.78,9132.08,147991104,-3.16,-0.03
20180801,420.7452,429.8511,416.4601,416.7279,-3.8834,-0.9233,188302.52,2882.51,2897.4,2824.53,2823.93,1495143.5,-51.87,-1.8,9205.75,9235.74,9005.37,9005.37,173264528,-173.41,-1.89
20180802,416.594,417.6653,388.339,400.257,-16.4709,-3.9524,382637.63,2815.34,2815.34,2768.02,2726.48,1741790,-56.51,-2,8971.71,8971.71,8780.56,8613.84,211111152,-224.81,-2.5
20180803,399.9892,401.0605,388.4729,390.0798,-10.1772,-2.5427,200895.74,2763.4,2777.66,2740.44,2740.43,1270063.62,-27.58,-1,8767.56,8807.95,8602.12,8602.12,152843392,-178.44,-2.03
20180806,388.4729,388.6068,365.3065,369.7255,-20.3543,-5.218,325137.99,2736.53,2760.47,2705.16,2692.32,1297530.62,-35.28,-1.29,8582.43,8638.37,8422.84,8374.4,159152336,-179.28,-2.08
20180807,370.3951,378.2957,360.6196,378.2957,8.5702,2.318,358702.31,2711.74,2779.37,2779.37,2696.04,1495797.38,74.21,2.74,8453.55,8674.03,8674.03,8379.7,171924064,251.19,2.98
20180808,372.2698,376.2871,363.03,363.4317,-14.864,-3.9292,248078.91,2771.13,2779.91,2744.07,2741.07,1476887.12,-35.3,-1.27,8654.55,8665.39,8499.22,8498.21,171693504,-174.81,-2.02
20180809,364.6369,390.0798,362.8961,380.974,17.5423,4.8268,433601.98,2729.58,2801.66,2794.38,2726.22,1516603.38,50.31,1.83,8475.79,8797.58,8752.2,8460.43,199857200,252.98,2.98
20180810,381.6435,405.8812,379.0992,402.6674,21.6934,5.6942,557643.69,2791.4,2806.11,2795.31,2777.51,1215322.38,0.93,0.03,8752.94,8839.29,8813.49,8742.4,159645040,61.29,0.7
20180813,397.7127,413.648,393.6954,411.6393,8.9719,2.2281,519396.42,2769.02,2789.8,2785.87,2742.56,1275322.38,-9.44,-0.34,8712.12,8855.62,8844.86,8676.21,160953760,31.37,0.36
20180814,410.3002,410.3002,401.1944,403.3369,-8.3024,-2.0169,303122.34,2780.74,2789.44,2780.96,2766.57,1095710.75,-4.91,-0.18,8832.27,8843.57,8784.9,8752.76,152129696,-59.96,-0.68
20180815,403.3369,405.0777,392.2224,393.8293,-9.5076,-2.3572,330019.09,2777.25,2777.7,2723.26,2721.24,1161617.88,-57.7,-2.08,8786.35,8786.35,8581.18,8567.23,163432384,-203.72,-2.32
20180816,385.9286,401.0605,384.8573,393.2937,-0.5356,-0.136,286627.16,2691.43,2732.95,2705.19,2672.74,1202778.75,-18.07,-0.66,8470.91,8628.91,8500.42,8408,157105424,-80.76,-0.94
20180817,397.4449,400.257,383.1165,385.6608,-7.6329,-1.9408,239778.2,2723.89,2730.33,2668.97,2665.59,1124453,-36.22,-1.34,8573.57,8597.79,8357.04,8341.1,152746928,-143.38,-1.69
20180820,381.6435,395.0345,378.9653,395.0345,9.3737,2.4306,233593.68,2673.07,2698.47,2698.47,2653.11,1107841.62,29.5,1.1,8355,8414.15,8414.15,8241.14,149839728,57.11,0.68
20180821,396.3736,404.2743,393.2937,400.3909,5.3564,1.3559,311674.7,2700.34,2739.17,2733.83,2696.29,1135868.38,35.36,1.31,8419.79,8561.79,8549.06,8396.58,148513888,134.91,1.6
20180822,399.3196,399.4535,381.7774,385.9286,-14.4623,-3.612,303321.84,2731.96,2731.96,2714.61,2709.06,936646.38,-19.22,-0.7,8533.43,8533.43,8454.75,8440.58,133426216,-94.31,-1.1
20180823,385.7947,396.1058,384.9912,391.0172,5.0886,1.3185,249015.07,2714.87,2736.01,2724.62,2700.8,984464.69,10.01,0.37,8446.98,8543.42,8501.39,8411.74,140125088,46.64,0.55
20180824,391.1511,398.9179,389.2764,390.4816,-0.5356,-0.137,243563.62,2717.08,2748.82,2729.43,2705.32,1005162.69,4.81,0.18,8480.22,8544.25,8484.74,8438.08,140519872,-16.65,-0.2
20180827,393.6954,404.4082,391.8207,404.2743,13.7927,3.5322,362898.24,2736.32,2780.9,2780.9,2736.32,1327625.75,51.47,1.89,8511.37,8728.56,8728.56,8511.37,178436160,243.82,2.87
20180828,408.5594,409.7646,398.5162,400.9265,-3.3478,-0.8281,280905.9,2782.29,2791.39,2777.98,2769.4,1187493.62,-2.92,-0.1,8731.64,8758.71,8733.75,8693.52,162576032,5.19,0.06
20180829,400.9265,433.1988,398.6501,427.1729,26.2464,6.5464,813503.73,2774.86,2778.54,2769.29,2762.35,1001569.31,-8.69,-0.31,8716.82,8724.81,8678.26,8649.73,154352064,-55.49,-0.64
20180830,426.7712,432.2615,421.9504,428.7798,1.6069,0.3762,545314.19,2769.33,2780.53,2737.74,2736.35,1060609.38,-31.55,-1.14,8666.9,8701.04,8552.8,8543.79,157376464,-125.46,-1.45
20180831,425.566,425.8338,413.5141,418.4688,-10.311,-2.4047,425547.44,2730.11,2744.63,2725.25,2710.54,1097587.38,-12.49,-0.46,8509.27,8536.06,8465.47,8425.35,138909488,-87.33,-1.02
20180903,415.121,423.1556,407.7559,422.4861,4.0173,0.96,323242.25,2716.4,2722.85,2720.73,2692.36,1022130.12,-4.52,-0.17,8440.95,8459.95,8455.55,8344.93,145309024,-9.92,-0.12
20180904,419.1383,430.5206,413.7819,426.3694,3.8833,0.9192,386279.26,2720.65,2756.61,2750.58,2712.38,1090103.12,29.85,1.1,8454.14,8573.2,8554.44,8420.88,161407184,98.89,1.17
20180905,423.1556,431.8598,417.3975,418.2009,-8.1685,-1.9158,375154.14,2741.38,2745.47,2704.34,2704.34,1050022.75,-46.24,-1.68,8519.57,8536.84,8402.51,8402.51,166313904,-151.93,-1.78
20180906,415.2549,429.7172,413.9158,423.5573,5.3564,1.2808,390760.32,2697.58,2719.41,2691.59,2683.74,990178.31,-12.75,-0.47,8369.3,8450.89,8324.16,8295.48,144449456,-78.35,-0.93
20180907,423.5573,433.0649,408.4255,413.3802,-10.1771,-2.4028,459923.17,2696.68,2728.55,2702.3,2683.72,1075232.88,10.71,0.4,8344.57,8462.39,8322.36,8270.4,160347056,-1.8,-0.02
20180910,412.4428,412.4428,387.1338,389.9459,-23.4343,-5.6689,389455.49,2698.01,2703.43,2669.48,2667.32,1035591.69,-32.82,-1.22,8310.46,8311.91,8158.49,8155.35,155414176,-163.87,-1.97
20180911,391.0172,398.6501,386.9999,393.8293,3.8834,0.9959,193815.92,2668.49,2680.57,2664.8,2652.7,998659.44,-4.68,-0.17,8155.95,8216.62,8168.1,8112,135954592,9.61,0.12
20180912,396.1058,398.784,389.5442,391.285,-2.5443,-0.646,176306.96,2659.74,2672.07,2656.11,2647.17,900267.56,-8.69,-0.33,8162.17,8196.86,8111.16,8095.01,128076096,-56.94,-0.7
20180913,399.5874,401.3283,387.5355,397.7127,6.4277,1.6427,218150.48,2679.21,2689.06,2686.58,2653.19,1073350.12,30.47,1.15,8196.21,8227.2,8163.76,8038.12,156021952,52.6,0.65
20180914,398.3822,405.7473,393.8293,394.3649,-3.3478,-0.8418,251759.21,2688.78,2694.92,2681.64,2675.29,1000050.06,-4.94,-0.18,8173.56,8180.7,8113.88,8090.4,160010224,-49.88,-0.61
20180917,394.3649,399.4535,387.1338,397.311,2.9461,0.747,249771.51,2671.29,2671.29,2651.79,2647.92,882388.88,-29.85,-1.11,8068.06,8074.79,7999.35,7977.44,141937344,-114.53,-1.41
20180918,393.4276,399.4535,388.2051,398.5162,1.2052,0.3033,282967.84,2644.3,2700.19,2699.95,2644.3,1157679.88,48.16,1.82,7970.45,8133.9,8133.22,7958.52,160542160,133.87,1.67
20180919,397.4449,407.8899,393.8293,405.7473,7.2311,1.8145,333862.81,2694.8,2746.08,2730.85,2690.99,1415503.12,30.9,1.14,8111.24,8313.62,8248.12,8097.23,200529776,114.9,1.41
20180920,405.7473,409.3629,400.3909,400.9265,-4.8208,-1.1881,199831.59,2732.17,2743.96,2729.24,2724.08,1113874.62,-1.61,-0.06,8241.7,8295.13,8233.89,8218.38,177806992,-14.23,-0.17
20180921,401.73,406.5508,397.311,403.0691,2.1426,0.5344,278302.87,2733.87,2797.49,2797.48,2722.03,1580166.38,68.24,2.5,8258.02,8419.47,8409.18,8216.68,197594128,175.29,2.13
20180925,385.6608,392.0885,376.421,387.4016,-15.6675,-3.8871,394626.77,2775.07,2790.03,2781.14,2771.16,1119831.75,-16.34,-0.58,8336.75,8390.65,8353.38,8311.93,149970128,-55.8,-0.66
20180926,389.9459,393.4276,386.0625,387.8034,0.4018,0.1037,252829.66,2785.32,2827.34,2806.81,2783.34,1395677,25.67,0.92,8369.52,8485.68,8420.54,8344.72,182897168,67.16,0.8
20180927,390.4816,393.0258,378.0279,378.5636,-9.2398,-2.3826,260627.2,2805.79,2810.51,2791.77,2786.32,1239977,-15.04,-0.54,8411.18,8434.87,8334.75,8331.78,191355632,-85.79,-1.02
20180928,381.6435,383.6522,377.7601,382.5809,4.0173,1.0612,211983.27,2794.26,2821.76,2821.35,2791.84,1342904.5,29.58,1.06,8351.63,8405.98,8401.09,8317.48,155515376,66.34,0.8
20181008,373.3411,375.7515,361.557,362.0926,-20.4883,-5.3553,270252.9,2768.21,2771.94,2716.51,2710.18,1495013.88,-104.84,-3.72,8225.84,8249.39,8060.83,8055.98,164590320,-340.26,-4.05
20181009,365.5743,368.5203,361.2892,363.5657,1.4731,0.4068,148314.19,2713.73,2734.31,2721.01,2711.2,1167719,4.5,0.17,8083.23,8132.15,8046.39,8013.19,134621904,-14.44,-0.18
20181010,363.8335,366.2439,350.3086,360.2179,-3.3478,-0.9208,216322.7,2723.72,2743.55,2725.84,2703.06,1134857.38,4.83,0.18,8062.46,8090.22,8010.69,7952.13,139300400,-35.7,-0.44
20181011,345.4878,345.4878,324.1961,324.1961,-36.0218,-10,426746.42,2643.07,2661.29,2583.46,2560.32,1971507,-142.38,-5.22,7753.03,7803.29,7524.09,7481.89,234967632,-486.6,-6.07
20181012,317.0989,317.0989,292.3255,309.466,-14.7301,-4.5436,568126.92,2574.04,2615.92,2606.91,2536.67,1700816.38,23.45,0.91,7484.86,7595.93,7558.28,7331.81,210084272,34.19,0.45
20181015,307.993,314.019,300.6279,302.101,-7.365,-2.3799,332027.99,2605.91,2611.97,2568.1,2564.74,1185762,-38.81,-1.49,7571.71,7622.03,7444.48,7430.96,157507888,-113.8,-1.51
